


2019/01/10 06:52:23,,12029,1,,
2019/01/10 07:02:00,,2229,1,,
2019/01/10 07:07:26,,15995,1,,
2019/01/10 07:07:54,,15473,1,,
2019/01/10 07:08:49,,14310,1,,
2019/01/10 07:09:33,,15379,1,,
2019/01/10 07:09:47,,14193,1,,
2019/01/10 07:13:26,,5468,1,,
2019/01/10 07:15:44,,16369,1,,
2019/01/10 07:17:28,,16771,1,,
2019/01/10 07:20:24,,12344,1,,
2019/01/10 07:20:32,,15135,1,,
2019/01/10 07:20:35,,12335,1,,
2019/01/10 07:20:37,,7190,1,,
2019/01/10 07:20:59,,12336,1,,
2019/01/10 07:21:11,,71,1,,
2019/01/10 07:21:24,,10416,1,,
2019/01/10 07:22:49,,15685,1,,
2019/01/10 07:23:20,,77,1,,
2019/01/10 07:23:54,,16136,1,,
2019/01/10 07:25:29,,14707,1,,
2019/01/10 07:29:49,,1721,1,,
2019/01/10 05:09:36,,1047,1,,
2019/01/10 07:02:14,,982,1,,
2019/01/10 07:02:47,,10898,1,,
2019/01/10 07:05:23,,12758,1,,
2019/01/10 07:05:50,,2228,1,,
2019/01/10 07:09:08,,14365,1,,
2019/01/10 07:09:31,,7717,1,,
2019/01/10 07:10:18,,4176,1,,
2019/01/10 07:10:55,,15993,1,,
2019/01/10 07:11:17,,8288,1,,
2019/01/10 07:12:10,,9074,1,,
2019/01/10 07:12:24,,8543,1,,
2019/01/10 07:12:32,,15625,1,,
2019/01/10 07:13:09,,11101,1,,
2019/01/10 07:14:40,,5410,1,,
2019/01/10 07:15:20,,15663,1,,
2019/01/10 07:15:27,,64,1,,
2019/01/10 07:15:50,,8126,1,,
2019/01/10 07:16:05,,14449,1,,
2019/01/10 07:16:09,,11041,1,,
2019/01/10 07:17:39,,15626,1,,
2019/01/10 07:18:38,,62,1,,
2019/01/10 07:18:44,,12268,1,,
2019/01/10 07:18:56,,5495,1,,
2019/01/10 07:19:06,,8211,1,,
2019/01/10 07:19:25,,12980,1,,
2019/01/10 07:19:33,,11216,1,,
2019/01/10 07:19:36,,9132,1,,
2019/01/10 07:19:41,,15157,1,,
2019/01/10 07:19:47,,5658,1,,
2019/01/10 07:19:50,,15138,1,,
2019/01/10 07:19:54,,14358,1,,
2019/01/10 07:19:57,,5963,1,,
2019/01/10 07:20:01,,12981,1,,
2019/01/10 07:20:12,,9,1,,
2019/01/10 07:20:15,,14824,1,,
2019/01/10 07:20:19,,14882,1,,
2019/01/10 07:20:24,,90,1,,
2019/01/10 07:20:28,,11557,1,,
2019/01/10 07:20:32,,9207,1,,
2019/01/10 07:20:37,,5959,1,,
2019/01/10 07:20:49,,9338,1,,
2019/01/10 07:20:54,,4212,1,,
2019/01/10 07:21:00,,2916,1,,
2019/01/10 07:21:10,,919,1,,
2019/01/10 07:21:18,,8026,1,,
2019/01/10 07:21:30,,10221,1,,
2019/01/10 07:21:34,,7239,1,,
2019/01/10 07:22:08,,617,1,,
2019/01/10 07:22:13,,15,1,,
2019/01/10 07:22:21,,14660,1,,
2019/01/10 07:22:40,,14989,1,,
2019/01/10 07:22:42,,11096,1,,
2019/01/10 07:22:56,,3583,1,,
2019/01/10 07:23:14,,7238,1,,
2019/01/10 07:23:18,,5492,1,,
2019/01/10 07:23:31,,15137,1,,
2019/01/10 07:23:35,,8125,1,,
2019/01/10 07:23:40,,12716,1,,
2019/01/10 07:23:49,,11174,1,,
2019/01/10 07:23:55,,11083,1,,
2019/01/10 07:24:07,,10813,1,,
2019/01/10 07:24:10,,11098,1,,
2019/01/10 07:24:14,,8028,1,,
2019/01/10 07:24:18,,16382,1,,
2019/01/10 07:24:28,,7166,1,,
2019/01/10 07:24:34,,14903,1,,
2019/01/10 07:24:44,,12717,1,,
2019/01/10 07:24:48,,16262,1,,
2019/01/10 07:25:25,,13079,1,,
2019/01/10 07:25:29,,10441,1,,
2019/01/10 07:25:40,,9630,1,,
2019/01/10 07:25:44,,8729,1,,
2019/01/10 07:25:49,,16702,1,,
2019/01/10 07:26:16,,11628,1,,
2019/01/10 07:26:23,,15700,1,,
2019/01/10 07:26:29,,14619,1,,
2019/01/10 07:26:36,,69,1,,
2019/01/10 07:26:41,,56,1,,
2019/01/10 07:26:43,,3878,1,,
2019/01/10 07:26:46,,15218,1,,
2019/01/10 07:26:52,,54,1,,
2019/01/10 07:26:57,,63,1,,
2019/01/10 07:27:01,,15474,1,,
2019/01/10 07:27:08,,14450,1,,
2019/01/10 07:27:13,,15757,1,,
2019/01/10 07:27:23,,7123,1,,
2019/01/10 07:27:28,,610,1,,
2019/01/10 07:27:32,,13274,1,,
2019/01/10 07:27:53,,5699,1,,
2019/01/10 07:27:58,,11875,1,,
2019/01/10 07:28:07,,16725,1,,
2019/01/10 07:28:11,,12028,1,,
2019/01/10 07:28:16,,9252,1,,
2019/01/10 07:28:21,,5997,1,,
2019/01/10 07:28:35,,16507,1,,
2019/01/10 07:28:55,,11040,1,,
2019/01/10 07:29:05,,12337,1,,
2019/01/10 07:29:09,,8286,1,,
2019/01/10 07:29:41,,6863,1,,
2019/01/10 07:29:46,,11093,1,,
