
2019/01/08 06:52:45,,12029,1,,
2019/01/08 07:05:49,,15473,1,,
2019/01/08 07:07:57,,15379,1,,
2019/01/08 07:09:46,,14193,1,,
2019/01/08 07:10:18,,14310,1,,
2019/01/08 07:12:21,,16136,1,,
2019/01/08 07:15:59,,7239,1,,
2019/01/08 07:18:36,,5468,1,,
2019/01/08 07:18:49,,3205,1,,
2019/01/08 07:18:53,,2229,1,,
2019/01/08 07:18:58,,15137,1,,
2019/01/08 07:19:03,,16771,1,,
2019/01/08 07:20:24,,12344,1,,
2019/01/08 07:20:37,,15995,1,,
2019/01/08 07:20:53,,15135,1,,
2019/01/08 07:21:09,,16369,1,,
2019/01/08 07:21:20,,8288,1,,
2019/01/08 07:21:24,,14707,1,,
2019/01/08 07:21:28,,7190,1,,
2019/01/08 07:21:59,,12335,1,,
2019/01/08 07:22:09,,10416,1,,
2019/01/08 07:22:33,,71,1,,
2019/01/08 07:22:39,,12336,1,,
2019/01/08 07:24:33,,15685,1,,
2019/01/08 07:24:51,,7238,1,,
2019/01/08 07:26:30,,1721,1,,
2019/01/08 07:27:11,,12758,1,,
2019/01/08 05:11:36,,1047,1,,
2019/01/08 06:57:17,,10441,1,,
2019/01/08 07:00:11,,11096,1,,
2019/01/08 07:03:22,,10898,1,,
2019/01/08 07:05:59,,2228,1,,
2019/01/08 07:09:44,,7717,1,,
2019/01/08 07:11:29,,14365,1,,
2019/01/08 07:12:06,,2916,1,,
2019/01/08 07:12:10,,9074,1,,
2019/01/08 07:13:39,,5410,1,,
2019/01/08 07:13:55,,8211,1,,
2019/01/08 07:14:24,,11216,1,,
2019/01/08 07:14:34,,14882,1,,
2019/01/08 07:15:46,,11101,1,,
2019/01/08 07:17:35,,15565,1,,
2019/01/08 07:18:11,,8543,1,,
2019/01/08 07:18:33,,16702,1,,
2019/01/08 07:18:37,,14449,1,,
2019/01/08 07:19:02,,62,1,,
2019/01/08 07:19:15,,982,1,,
2019/01/08 07:19:20,,5959,1,,
2019/01/08 07:19:24,,15625,1,,
2019/01/08 07:19:27,,15993,1,,
2019/01/08 07:19:39,,14450,1,,
2019/01/08 07:19:50,,4212,1,,
2019/01/08 07:19:58,,10221,1,,
2019/01/08 07:20:10,,9132,1,,
2019/01/08 07:20:18,,15157,1,,
2019/01/08 07:20:22,,5658,1,,
2019/01/08 07:20:28,,15138,1,,
2019/01/08 07:20:34,,11401,1,,
2019/01/08 07:20:42,,14358,1,,
2019/01/08 07:20:45,,8126,1,,
2019/01/08 07:20:49,,12981,1,,
2019/01/08 07:20:54,,14824,1,,
2019/01/08 07:21:12,,9207,1,,
2019/01/08 07:21:17,,919,1,,
2019/01/08 07:21:23,,5963,1,,
2019/01/08 07:21:28,,90,1,,
2019/01/08 07:21:34,,9,1,,
2019/01/08 07:21:39,,9338,1,,
2019/01/08 07:21:59,,8634,1,,
2019/01/08 07:22:12,,15626,1,,
2019/01/08 07:22:19,,11557,1,,
2019/01/08 07:23:00,,3583,1,,
2019/01/08 07:23:07,,14989,1,,
2019/01/08 07:23:19,,617,1,,
2019/01/08 07:23:33,,11041,1,,
2019/01/08 07:23:36,,11083,1,,
2019/01/08 07:23:49,,15,1,,
2019/01/08 07:23:58,,77,1,,
2019/01/08 07:24:02,,5492,1,,
