
2019/01/11 07:01:13,,12029,1,,
2019/01/11 07:05:48,,15379,1,,
2019/01/11 07:07:02,,5468,1,,
2019/01/11 07:08:11,,3205,1,,
2019/01/11 07:09:06,,14310,1,,
2019/01/11 07:10:49,,15995,1,,
2019/01/11 07:13:40,,2229,1,,
2019/01/11 07:16:02,,16771,1,,
2019/01/11 07:18:34,,16369,1,,
2019/01/11 07:19:01,,15473,1,,
2019/01/11 07:19:49,,14707,1,,
2019/01/11 07:21:51,,77,1,,
2019/01/11 07:22:46,,12344,1,,
2019/01/11 07:23:57,,15135,1,,
2019/01/11 07:24:00,,12335,1,,
2019/01/11 07:24:06,,14450,1,,
2019/01/11 07:24:08,,15700,1,,
2019/01/11 07:24:26,,7190,1,,
2019/01/11 07:24:37,,12336,1,,
2019/01/11 07:24:43,,71,1,,
2019/01/11 07:25:01,,10416,1,,
2019/01/11 07:25:10,,7238,1,,
2019/01/11 07:25:16,,1721,1,,
2019/01/11 07:27:19,,2674,1,,
2019/01/11 05:11:23,,1047,1,,
2019/01/11 07:01:00,,14233,1,,
2019/01/11 07:04:14,,8543,1,,
2019/01/11 07:04:48,,10898,1,,
2019/01/11 07:05:09,,15993,1,,
2019/01/11 07:05:17,,2228,1,,
2019/01/11 07:09:41,,9074,1,,
2019/01/11 07:09:58,,5495,1,,
2019/01/11 07:10:13,,14365,1,,
2019/01/11 07:11:53,,14449,1,,
2019/01/11 07:12:09,,14989,1,,
2019/01/11 07:12:11,,8126,1,,
2019/01/11 07:13:50,,7717,1,,
2019/01/11 07:13:59,,4212,1,,
2019/01/11 07:14:54,,5410,1,,
2019/01/11 07:14:58,,11041,1,,
2019/01/11 07:15:08,,14824,1,,
2019/01/11 07:15:10,,11101,1,,
2019/01/11 07:15:23,,14903,1,,
2019/01/11 07:15:36,,8288,1,,
2019/01/11 07:15:40,,5959,1,,
2019/01/11 07:16:03,,10441,1,,
2019/01/11 07:16:26,,8211,1,,
2019/01/11 07:16:42,,2916,1,,
2019/01/11 07:17:36,,11096,1,,
2019/01/11 07:18:56,,15663,1,,
2019/01/11 07:19:10,,62,1,,
2019/01/11 07:20:08,,11216,1,,
2019/01/11 07:20:11,,15893,1,,
2019/01/11 07:20:14,,12758,1,,
2019/01/11 07:20:38,,10221,1,,
2019/01/11 07:20:41,,7239,1,,
2019/01/11 07:20:44,,15625,1,,
2019/01/11 07:20:48,,8729,1,,
2019/01/11 07:20:52,,3583,1,,
2019/01/11 07:20:56,,8125,1,,
2019/01/11 07:21:01,,14882,1,,
2019/01/11 07:21:06,,9207,1,,
2019/01/11 07:21:10,,11083,1,,
2019/01/11 07:21:15,,15685,1,,
2019/01/11 07:21:37,,15565,1,,
2019/01/11 07:22:13,,12344,1,,
2019/01/11 07:22:57,,8028,1,,
2019/01/11 07:23:03,,9132,1,,
2019/01/11 07:23:10,,16382,1,,
2019/01/11 07:23:13,,15157,1,,
2019/01/11 07:23:21,,9,1,,
2019/01/11 07:23:29,,5963,1,,
2019/01/11 07:23:35,,919,1,,
2019/01/11 07:23:42,,5658,1,,
2019/01/11 07:23:48,,13274,1,,
2019/01/11 07:23:52,,5492,1,,
2019/01/11 07:23:54,,12981,1,,
2019/01/11 07:23:58,,90,1,,
2019/01/11 07:24:04,,11557,1,,
2019/01/11 07:24:06,,14660,1,,
2019/01/11 07:24:09,,12268,1,,
2019/01/11 07:24:13,,12716,1,,
2019/01/11 07:24:22,,12717,1,,
2019/01/11 07:24:29,,9338,1,,
2019/01/11 07:24:32,,11098,1,,
2019/01/11 07:24:36,,8026,1,,
2019/01/11 07:24:41,,4176,1,,
2019/01/11 07:24:46,,8634,1,,
2019/01/11 07:24:58,,7166,1,,
2019/01/11 07:25:10,,14350,1,,
2019/01/11 07:25:16,,16262,1,,
2019/01/11 07:25:41,,64,1,,
2019/01/11 07:25:45,,11628,1,,
2019/01/11 07:25:51,,9630,1,,
2019/01/11 07:25:55,,8286,1,,
2019/01/11 07:26:00,,16725,1,,
2019/01/11 07:26:16,,11040,1,,
2019/01/11 07:26:23,,11174,1,,
2019/01/11 07:26:33,,982,1,,
2019/01/11 07:26:38,,15218,1,,
2019/01/11 07:26:41,,12980,1,,
2019/01/11 07:26:44,,10813,1,,
2019/01/11 07:26:48,,2674,1,,
2019/01/11 07:26:55,,16702,1,,
2019/01/11 07:27:00,,12028,1,,
2019/01/11 07:27:35,,617,1,,
2019/01/11 07:27:41,,15137,1,,
2019/01/11 07:27:44,,11875,1,,
2019/01/11 07:27:53,,12337,1,,
2019/01/11 07:27:58,,16507,1,,
2019/01/11 07:28:27,,5699,1,,
2019/01/11 07:28:50,,9252,1,,
2019/01/11 07:28:55,,15626,1,,
2019/01/11 07:29:06,,14619,1,,
2019/01/11 07:29:13,,610,1,,
2019/01/11 07:29:16,,69,1,,
2019/01/11 07:29:20,,56,1,,
2019/01/11 07:29:26,,54,1,,
2019/01/11 07:29:29,,63,1,,
2019/01/11 07:29:31,,15757,1,,
2019/01/11 07:29:37,,6863,1,,
2019/01/11 07:29:44,,11093,1,,
2019/01/11 07:29:48,,15474,1,,
2019/01/11 07:29:56,,630,1,,
2019/01/11 07:29:59,,15533,1,,
2019/01/11 07:19:17,,17152,1,,
2019/01/11 07:24:04,,5471,1,,
2019/01/11 06:59:04,,15081,1,,
2019/01/11 06:59:23,,2677,1,,
2019/01/11 06:59:32,,8932,1,,
2019/01/11 06:59:46,,8605,1,,
2019/01/11 07:02:11,,12837,1,,
2019/01/11 07:03:22,,605,1,,
2019/01/11 07:03:36,,13641,1,,
2019/01/11 07:04:01,,14165,1,,
2019/01/11 07:04:33,,3420,1,,
2019/01/11 07:05:44,,14286,1,,
2019/01/11 07:05:55,,7475,1,,
2019/01/11 07:06:11,,7277,1,,
2019/01/11 07:07:20,,3066,1,,
2019/01/11 07:07:43,,9565,1,,
2019/01/11 07:08:17,,4772,1,,
2019/01/11 07:08:22,,5611,1,,
2019/01/11 07:08:30,,9279,1,,
2019/01/11 07:08:40,,10050,1,,
2019/01/11 07:08:46,,17034,1,,
2019/01/11 07:09:07,,1437,1,,
2019/01/11 07:09:37,,4864,1,,
2019/01/11 07:11:07,,17036,1,,
2019/01/11 07:11:36,,9960,1,,
2019/01/11 07:11:49,,15644,1,,
2019/01/11 07:12:19,,6631,1,,
2019/01/11 07:12:22,,16109,1,,
2019/01/11 07:12:36,,15730,1,,
2019/01/11 07:13:00,,16182,1,,
2019/01/11 07:13:14,,8748,1,,
2019/01/11 07:13:43,,14988,1,,
2019/01/11 07:13:48,,6140,1,,
2019/01/11 07:14:09,,3417,1,,
2019/01/11 07:14:27,,16246,1,,
2019/01/11 07:15:35,,7146,1,,
2019/01/11 07:15:41,,1907,1,,
2019/01/11 07:15:47,,2218,1,,
2019/01/11 07:15:57,,107,1,,
2019/01/11 07:16:03,,17198,1,,
2019/01/11 07:16:07,,9901,1,,
2019/01/11 07:16:18,,8977,1,,
2019/01/11 07:16:23,,6971,1,,
2019/01/11 07:16:27,,9566,1,,
2019/01/11 07:16:38,,6735,1,,
