2018/01/17 04:55:43,,F5476,00,,
2018/01/17 04:55:43,,F5476,00,,
2018/01/17 05:36:10,,F5475,00,,
2018/01/17 05:36:13,,F5475,00,,
2018/01/17 05:36:15,,F5475,00,,
2018/01/17 05:42:35,,F5482,00,,
2018/01/17 05:42:36,,F5482,00,,
2018/01/17 05:42:38,,F5482,00,,
2018/01/17 05:42:40,,H7161,00,,
2018/01/17 05:42:42,,H7161,00,,
2018/01/17 05:42:43,,H7161,00,,
2018/01/17 05:46:43,,H7499,00,,
2018/01/17 05:46:43,,H7499,00,,
2018/01/17 05:46:44,,H7499,00,,
2018/01/17 05:48:52,,I9406,00,,
2018/01/17 05:48:52,,I9406,00,,
2018/01/17 05:48:53,,I9406,00,,
2018/01/17 05:48:55,,I9035,00,,
2018/01/17 05:48:56,,I9035,00,,
2018/01/17 05:52:34,,H7173,00,,
2018/01/17 05:52:36,,H7173,00,,
2018/01/17 05:52:37,,H7173,00,,
2018/01/17 06:46:00,,I12682,00,,
2018/01/17 06:46:01,,I12682,00,,
2018/01/17 06:47:15,,I10217,00,,
2018/01/17 06:47:15,,I10217,00,,
2018/01/17 06:47:16,,I10217,00,,
2018/01/17 06:47:18,,I10217,00,,
2018/01/17 06:47:35,,A1024,00,,
2018/01/17 06:47:36,,A1024,00,,
2018/01/17 06:48:30,,D4675,00,,
2018/01/17 06:48:31,,D4675,00,,
2018/01/17 06:48:32,,A1445,00,,
2018/01/17 06:48:33,,A1445,00,,
2018/01/17 06:49:16,,H8558,00,,
2018/01/17 06:49:19,,H8558,00,,
2018/01/17 06:51:19,,A1561,00,,
2018/01/17 06:51:26,,J14296,00,,
2018/01/17 06:51:27,,J14296,00,,
2018/01/17 06:52:32,,C4122,00,,
2018/01/17 06:52:32,,C4122,00,,
2018/01/17 06:53:54,,I9063,00,,
2018/01/17 06:55:13,,H7762,00,,
2018/01/17 06:55:14,,H7762,00,,
2018/01/17 06:55:35,,H8401,00,,
2018/01/17 06:55:51,,B2356,00,,
2018/01/17 06:55:52,,B2356,00,,
2018/01/17 06:55:57,,I8930,00,,
2018/01/17 06:55:58,,I8930,00,,
2018/01/17 06:57:49,,A0554,00,,
2018/01/17 07:02:08,,C4068,00,,
2018/01/17 07:02:09,,C4068,00,,
2018/01/17 07:02:33,,I9898,00,,
2018/01/17 07:02:37,,I9898,00,,
2018/01/17 07:02:47,,D4140,00,,
2018/01/17 07:03:14,,I14157,00,,
2018/01/17 07:04:16,,G5985,00,,
2018/01/17 07:04:21,,B2252,00,,
2018/01/17 07:04:28,,B2252,00,,
2018/01/17 07:04:45,,B2669,00,,
2018/01/17 07:04:46,,B2669,00,,
2018/01/17 07:05:29,,F5717,00,,
2018/01/17 07:05:30,,F5717,00,,
2018/01/17 07:05:53,,I12538,00,,
2018/01/17 07:05:54,,I12538,00,,
2018/01/17 07:05:56,,I11832,00,,
2018/01/17 07:05:58,,I12038,00,,
2018/01/17 07:06:01,,A1367,00,,
2018/01/17 07:06:55,,H7375,00,,
2018/01/17 07:07:40,,G6002,00,,
2018/01/17 07:09:48,,I9177,00,,
2018/01/17 07:09:49,,I9177,00,,
2018/01/17 07:10:15,,F5518,00,,
2018/01/17 07:10:16,,F5518,00,,
2018/01/17 07:10:19,,I11503,00,,
2018/01/17 07:10:21,,C4127,00,,
2018/01/17 07:11:14,,I11888,00,,
2018/01/17 07:11:44,,I12534,00,,
2018/01/17 07:11:49,,H8527,00,,
2018/01/17 07:11:53,,A0211,00,,
2018/01/17 07:12:04,,J15598,00,,
2018/01/17 07:12:26,,A1062,00,,
2018/01/17 07:12:45,,I13631,00,,
2018/01/17 07:12:56,,E5199,00,,
2018/01/17 07:12:57,,H7596,00,,
2018/01/17 07:12:58,,H7596,00,,
2018/01/17 07:13:16,,G6267,00,,
2018/01/17 07:13:21,,A0302,00,,
2018/01/17 07:13:53,,I8962,00,,
2018/01/17 07:13:56,,J15443,00,,
2018/01/17 07:15:10,,A1286,00,,
2018/01/17 07:15:11,,A1286,00,,
2018/01/17 07:15:26,,H8463,00,,
2018/01/17 07:15:54,,I9827,00,,
2018/01/17 07:16:06,,A0701,00,,
2018/01/17 07:16:38,,H8165,00,,
2018/01/17 07:16:55,,G6399,00,,
2018/01/17 07:17:01,,H8123,00,,
2018/01/17 07:17:03,,G7032,00,,
2018/01/17 07:17:07,,I13820,00,,
2018/01/17 07:17:08,,I13820,00,,
2018/01/17 07:17:15,,I13726,00,,
2018/01/17 07:17:25,,F5756,00,,
2018/01/17 07:17:28,,G6209,00,,
2018/01/17 07:17:31,,G6209,00,,
2018/01/17 07:17:56,,G6489,00,,
2018/01/17 07:17:58,,G6489,00,,
2018/01/17 07:18:13,,H8273,00,,
2018/01/17 07:18:28,,A0543,00,,
2018/01/17 07:18:30,,A0543,00,,
2018/01/17 07:18:32,,G6177,00,,
2018/01/17 07:18:33,,G6244,00,,
2018/01/17 07:18:35,,G6177,00,,
2018/01/17 07:18:36,,G6177,00,,
2018/01/17 07:18:37,,E5243,00,,
2018/01/17 07:18:38,,E5243,00,,
2018/01/17 07:18:40,,I10047,00,,
2018/01/17 07:18:41,,A1659,00,,
2018/01/17 07:19:12,,G6263,00,,
2018/01/17 07:19:13,,G6263,00,,
2018/01/17 07:19:20,,I11710,00,,
2018/01/17 07:19:24,,A0341,00,,
2018/01/17 07:19:25,,A0341,00,,
2018/01/17 07:19:27,,I10122,00,,
2018/01/17 07:19:35,,B2260,00,,
2018/01/17 07:19:36,,B2260,00,,
2018/01/17 07:19:56,,I8856,00,,
2018/01/17 07:19:57,,I8856,00,,
2018/01/17 07:20:02,,F5843,00,,
2018/01/17 07:20:35,,E5432,00,,
2018/01/17 07:20:35,,E5432,00,,
2018/01/17 07:20:53,,E4927,00,,
2018/01/17 07:21:02,,F5523,00,,
2018/01/17 07:21:03,,F5523,00,,
2018/01/17 07:21:38,,C3352,00,,
2018/01/17 07:21:40,,G6093,00,,
2018/01/17 07:21:46,,F5739,00,,
2018/01/17 07:22:00,,I9500,00,,
2018/01/17 07:22:10,,A0245,00,,
2018/01/17 07:22:14,,A0213,00,,
2018/01/17 07:22:17,,I9601,00,,
2018/01/17 07:22:19,,A0282,00,,
2018/01/17 07:22:19,,A0282,00,,
2018/01/17 07:22:22,,I13633,00,,
2018/01/17 07:22:26,,I13633,00,,
2018/01/17 07:22:29,,E4942,00,,
2018/01/17 07:22:32,,G6090,00,,
2018/01/17 07:22:33,,G6090,00,,
2018/01/17 07:22:53,,H8283,00,,
2018/01/17 07:23:24,,G6005,00,,
2018/01/17 07:23:26,,A1135,00,,
2018/01/17 07:23:27,,G6005,00,,
2018/01/17 07:23:34,,D4194,00,,
2018/01/17 07:23:39,,H7148,00,,
2018/01/17 07:23:40,,H7148,00,,
2018/01/17 07:23:54,,A0513,00,,
2018/01/17 07:23:56,,A0513,00,,
2018/01/17 07:23:57,,G6445,00,,
2018/01/17 07:24:09,,H7266,00,,
2018/01/17 07:24:12,,I9896,00,,
2018/01/17 07:24:13,,I9896,00,,
2018/01/17 07:24:15,,F5826,00,,
2018/01/17 07:24:17,,G6120,00,,
2018/01/17 07:24:18,,I10693,00,,
2018/01/17 07:24:20,,F5532,00,,
2018/01/17 07:24:21,,F5532,00,,
2018/01/17 07:24:27,,G6125,00,,
2018/01/17 07:24:28,,G6125,00,,
2018/01/17 07:24:30,,G6125,00,,
2018/01/17 07:26:21,,C3357,00,,
2018/01/17 07:26:33,,A0479,00,,
2018/01/17 07:26:35,,F5712,00,,
2018/01/17 07:26:36,,F5712,00,,
2018/01/17 07:26:37,,H8437,00,,
2018/01/17 07:26:39,,H8679,00,,
2018/01/17 07:26:42,,I10824,00,,
2018/01/17 07:26:43,,G7009,00,,
2018/01/17 07:26:50,,G7009,00,,
2018/01/17 07:26:54,,E5055,00,,
2018/01/17 07:26:57,,E5055,00,,
2018/01/17 07:27:56,,D4720,00,,
2018/01/17 07:28:15,,H7131,00,,
2018/01/17 07:30:46,,H7133,00,,
2018/01/17 08:19:59,,A0636,00,,
2018/01/17 08:20:01,,A0636,00,,
2018/01/17 15:05:59,,I10417,00,,
2018/01/17 15:06:00,,I10417,00,,
2018/01/17 15:06:02,,H7396,00,,
2018/01/17 15:06:03,,H7396,00,,
2018/01/17 16:30:47,,A0282,00,,
2018/01/17 16:30:48,,A0282,00,,
2018/01/17 16:30:49,,A0282,00,,
2018/01/17 16:31:21,,D4147,00,,
2018/01/17 16:31:22,,D4147,00,,
2018/01/17 16:31:51,,E5066,00,,
2018/01/17 16:31:52,,E5066,00,,
2018/01/17 16:31:58,,H7515,00,,
2018/01/17 16:31:59,,H7515,00,,
2018/01/17 16:32:00,,I9495,00,,
2018/01/17 16:32:12,,H7725,00,,
2018/01/17 16:32:42,,G7009,00,,
2018/01/17 16:33:08,,A0636,00,,
2018/01/17 16:33:09,,A0636,00,,
2018/01/17 16:33:17,,I10871,00,,
2018/01/17 16:33:21,,I10871,00,,
2018/01/17 17:00:38,,I9896,00,,
2018/01/17 17:00:39,,I9896,00,,
2018/01/17 17:03:20,,I12534,00,,
2018/01/17 17:16:52,,I10895,00,,
2018/01/17 17:16:53,,I10895,00,,
2018/01/17 18:02:06,,I11038,00,,
2018/01/17 18:02:07,,I11038,00,,
2018/01/17 18:02:11,,H7161,00,,
2018/01/17 18:02:12,,H7161,00,,
2018/01/17 18:02:14,,H7161,00,,
2018/01/17 18:02:17,,F5482,00,,
2018/01/17 18:02:18,,F5482,00,,
2018/01/17 18:02:19,,F5482,00,,
2018/01/17 18:02:20,,F5482,00,,
2018/01/17 18:02:22,,F5490,00,,
2018/01/17 18:02:23,,F5490,00,,
2018/01/17 18:02:24,,F5490,00,,
2018/01/17 18:31:37,,H8037,00,,
2018/01/17 18:31:55,,H8259,00,,
2018/01/17 18:31:56,,H8259,00,,
2018/01/17 18:32:01,,I9406,00,,
2018/01/17 18:32:02,,I9406,00,,
2018/01/17 18:32:02,,I9406,00,,
2018/01/17 18:32:11,,F5476,00,,
2018/01/17 18:32:12,,F5476,00,,
2018/01/17 18:32:13,,F5476,00,,
2018/01/17 18:32:14,,F5476,00,,
2018/01/17 18:32:35,,I11551,00,,
2018/01/17 18:32:36,,I11551,00,,
2018/01/17 18:33:00,,I11399,00,,
2018/01/17 18:33:01,,I11399,00,,
2018/01/17 18:33:02,,I11051,00,,
2018/01/17 18:33:02,,I11051,00,,
2018/01/17 18:34:30,,I10796,00,,
2018/01/17 18:34:30,,I10796,00,,
2018/01/17 18:34:31,,I10796,00,,
2018/01/17 18:34:32,,H7233,00,,
2018/01/17 18:34:33,,H7233,00,,
2018/01/17 18:34:35,,F5914,00,,
2018/01/17 18:34:36,,F5914,00,,
2018/01/17 18:34:41,,F5478,00,,
2018/01/17 18:34:42,,F5478,00,,
2018/01/17 18:34:43,,H7499,00,,
2018/01/17 18:34:44,,H7499,00,,
2018/01/17 18:34:45,,I10900,00,,
2018/01/17 18:34:47,,I10900,00,,
2018/01/17 18:34:48,,H7173,00,,
2018/01/17 18:34:49,,H7173,00,,
2018/01/17 18:34:50,,H7173,00,,
2018/01/17 18:34:54,,I10899,00,,
2018/01/17 18:34:54,,I10899,00,,
2018/01/17 18:35:21,,F5475,00,,
2018/01/17 18:35:22,,F5475,00,,
2018/01/17 18:35:48,,H8053,00,,
2018/01/17 18:35:49,,H8053,00,,
2018/01/17 18:35:50,,H8053,00,,
2018/01/17 18:36:05,,H7213,00,,
2018/01/17 18:36:05,,H7213,00,,
2018/01/17 19:04:21,,A0091,00,,
2018/01/17 20:30:18,,I11152,00,,
2018/01/17 20:30:19,,I11152,00,,
2018/01/17 20:30:20,,I11152,00,,
2018/01/17 21:00:10,,E5432,00,,
2018/01/17 21:00:14,,G6450,00,,
2018/01/17 21:00:16,,A0554,00,,
2018/01/17 21:00:17,,F5532,00,,
2018/01/17 21:00:18,,F5532,00,,
2018/01/17 21:00:19,,H7148,00,,
2018/01/17 21:00:20,,H7148,00,,
2018/01/17 21:00:21,,C3357,00,,
2018/01/17 21:00:24,,F5532,00,,
2018/01/17 21:00:25,,I10752,00,,
2018/01/17 21:00:27,,I11509,00,,
2018/01/17 21:00:29,,C3867,00,,
2018/01/17 21:00:34,,C3867,00,,
2018/01/17 21:00:47,,B2356,00,,
2018/01/17 21:00:51,,I13633,00,,
2018/01/17 21:01:00,,E5243,00,,
2018/01/17 21:01:03,,I11534,00,,
2018/01/17 21:01:04,,I13599,00,,
2018/01/17 21:01:07,,I11534,00,,
2018/01/17 21:01:08,,I13599,00,,
